,Planet_Identifier,Planetary_Mass_Earth,Eccentricity,Semi_Major_Axis_AU,Host_Star_Radius_Solar,Host_Star_Temperature_Kelvin,Luminosity_of_Host_Star,Runaway_Greenhouse_S_eff,Maximum_Greenhouse_S_eff,Runaway_Greenhouse,Maximum_Greenhouse,Is_In_Habitable_Zone
2219,HD 215456 b,32.10853621780919,0.15,0.652,,5940.0,,1.21132922802176,0.3659036044288,,,
2220,HD 215456 c,78.20494959981247,0.19,3.394,,5940.0,,1.21132922802176,0.3659036044288,,,
2221,KELT-8 b,275.624761394461,0.035,0.04571,1.67,5754.0,2.7014715502839386,1.18428588597091,0.3543967438012839,1.510330255330141,2.7609296305750406,False
2222,,,,,,,,,,,,
2223,,,,,,,,,,,,
2224,,,,,,,,,,,,
2225,WASP-64 b,404.0589062656977,0.0,0.02648,1.03,5400.0,0.7971453452022604,1.13642826882176,0.33295924722279996,0.8375249296743809,1.5472953370101055,False
2226,,,,,,,,,,,,
2227,HD 13931 b,597.6638424701115,0.02,5.15,1.23,5829.0,1.5433856923955618,1.1950616850398526,0.3590274874426215,1.136428387334248,2.0733536473093377,False
2228,,,,,,,,,,,,
2229,,,,,,,,,,,,
2230,HD 104985 b,2638.6222832457056,0.09,0.95,11.0,4877.0,60.49011615180492,1.0773170647592525,0.30364449050046183,7.493253748890335,14.114305276336186,False
2231,HD 49674 b,36.5592244064164,0.23,0.058,0.94,5482.0,0.7051797909043067,1.1470182907881492,0.3378414432303591,0.7840879095511607,1.4447525412280962,False
2232,,,,,,,,,,,,
2233,MOA-2009-BLG-266L b,10.395535983389706,,3.2,,5700.0,,1.17664946241536,0.35107568174079995,,,
2234,WASP-29 b,77.56913700144001,0.03,0.0457,0.846,4800.0,0.33573274499951217,1.06994194317056,0.2996506709668,0.5601659987751882,1.0584960054511292,False
2235,CoRoT-9 b,267.0412913164328,0.11,0.407,0.94,5625.0,0.7816887111391692,1.1662286769661474,0.3464873316129015,0.8187005118184117,1.5020114378145961,False
2236,HD 86264 b,2225.3440943036067,0.7,2.86,1.88,6210.0,4.6448332242224675,1.2520362954011601,0.382575936998425,1.926090118019985,3.484385816168473,True
2237,,,,,,,,,,,,
2238,,,,,,,,,,,,
2239,,,,,,,,,,,,
2240,,,,,,,,,,,,
2241,,,,,,,,,,,,
2242,,,,,,,,,,,,
2243,,,,,,,,,,,,
2244,,,,,,,,,,,,
2245,,,,,,,,,,,,
2246,,,,,,,,,,,,
2247,,,,,,,,,,,,
2248,KELT-11 b,61.99172834131476,0.0,0.06229,2.72,5370.0,5.436544867803095,1.1326363766987597,0.33118898954042497,2.1908681180516907,4.051571833361055,False
2249,,,,,,,,,,,,
2250,HD 206610 b,699.3938582097051,0.229,1.68,6.1,4874.0,18.556232064115655,1.0770231331557087,0.3034871721599335,4.150805483763173,7.819423372825596,False
2251,XO-6 b,604.0219684538362,0.0,0.0815,1.93,6720.0,6.712429478371172,1.3291827267353602,0.4124162776228,2.247229998037486,4.034335101851366,False
2252,,,,,,,,,,,,
2253,,,,,,,,,,,,
2254,HD 163607 b,244.78785037339676,0.73,0.36,1.63,5543.0,2.216372479503218,1.1551019245216207,0.34151091801921124,1.3851959743839546,2.547528657826436,False
2255,HD 163607 c,728.0054251364656,0.12,2.42,1.63,5543.0,2.216372479503218,1.1551019245216207,0.34151091801921124,1.3851959743839546,2.547528657826436,True
2256,WASP-114 b,562.37624326044,0.012,0.02851,1.43,5940.0,2.2496029901661285,1.21132922802176,0.3659036044288,1.3627677333717243,2.4795313089509516,False
2257,KIC 8435766 b,1.8699248518134022,,,0.74,5121.0,0.3327902305263001,1.0280963295403105,0.31688061403571127,0.5689425041562227,1.0247960641910057,
2258,EPIC 203771098 b,20.98181574629115,,0.1542,1.21,5743.0,1.4073886085309828,1.1827216903081426,0.3537192155054492,1.0908517557596296,1.9947004662265386,
2259,EPIC 203771098 c,27.022035430829515,,0.2471,1.21,5743.0,1.4073886085309828,1.1827216903081426,0.3537192155054492,1.0908517557596296,1.9947004662265386,
2260,,,,,,,,,,,,
2261,,,,,,,,,,,,
2262,,,,,,,,,,,,
2263,,,,,,,,,,,,
2264,,,,,,,,,,,,
2265,,,,,,,,,,,,
2266,,,,,,,,,,,,
2267,,,,,,,,,,,,
2268,,,,,,,,,,,,
2269,Gliese 3470 b,13.733552124845117,0.017,0.031,0.48,3652.0,0.03621542414879164,0.9985485624728616,0.25175528604540925,0.19044176269752217,0.37927785740406644,False
2270,HD 142 A b,397.3828739827869,0.17,1.02,1.43,6249.0,2.755511319013139,1.257995252396088,0.38495859919847,1.479999602049305,2.6754330459278903,False
2271,HD 142 A c,1684.9033856870165,0.21,6.8,1.43,6249.0,2.755511319013139,1.257995252396088,0.38495859919847,1.479999602049305,2.6754330459278903,False
2272,,,,,,,,,,,,
2273,HD 75898 b,797.9448109574361,0.1,1.19,1.6,6021.0,2.973051963128614,1.2234021613177046,0.37092408679391425,1.5588941534071887,2.8311229601762875,False
2274,MOA-2007-BLG-192-L b,3.1790629918622955,,0.66,,3840.0,,0.94136477161424,0.25812620696679994,,,
2275,55 Cnc b,264.05297210408224,0.0034,0.11522725,0.96,5219.0,0.6041985507825207,1.1142573068358972,0.32242450029111663,0.7363717081259956,1.3689129183255346,False
2276,55 Cnc c,54.48913968051974,0.02,0.241376,0.96,5219.0,0.6041985507825207,1.1142573068358972,0.32242450029111663,0.7363717081259956,1.3689129183255346,False
2277,55 Cnc d,1232.8406282441981,0.019,5.503,0.96,5219.0,0.6041985507825207,1.1142573068358972,0.32242450029111663,0.7363717081259956,1.3689129183255346,False
2278,55 Cnc e,8.07481999933023,0.04,0.015690907,0.96,5219.0,0.6041985507825207,1.1142573068358972,0.32242450029111663,0.7363717081259956,1.3689129183255346,False
2279,55 Cnc f,44.82478818525836,0.305,0.788,0.96,5219.0,0.6041985507825207,1.1142573068358972,0.32242450029111663,0.7363717081259956,1.3689129183255346,True
2280,,,,,,,,,,,,
2281,,,,,,,,,,,,
2282,,,,,,,,,,,,
2283,,,,,,,,,,,,
2284,,,,,,,,,,,,
2285,,,,,,,,,,,,
2286,,,,,,,,,,,,
2287,omi UMa b,1303.415826663541,0.13,3.9,14.1,5242.0,132.65215738141183,1.1169785599671367,0.32374278512091265,10.897697291759023,20.242171938178064,False
2288,,,,,,,,,,,,
2289,,,,,,,,,,,,
2290,,,,,,,,,,,,
2291,,,,,,,,,,,,
2292,,,,,,,,,,,,
2293,,,,,,,,,,,,
2294,,,,,,,,,,,,
2295,,,,,,,,,,,,
2296,,,,,,,,,,,,
2297,Kepler-20 b,8.583470078028197,,0.04537,0.944,5466.0,0.7029274831829178,1.1449265696904978,0.3368840637975591,0.7835495128246212,1.4444916251395494,
2298,Kepler-20 c,16.213221258497708,,0.093,0.944,5466.0,0.7029274831829178,1.1449265696904978,0.3368840637975591,0.7835495128246212,1.4444916251395494,
2299,Kepler-20 d,19.074377951173773,,0.3453,0.944,5466.0,0.7029274831829178,1.1449265696904978,0.3368840637975591,0.7835495128246212,1.4444916251395494,
2300,,,,,,,,,,,,
2301,,,,,,,,,,,,
2302,HAT-P-2 b,2778.501054887646,0.5171,0.0674,1.64,6290.0,3.7203029245937733,1.2642679171131601,0.38745181590642497,1.715416540102014,3.098705489171066,False
2303,HAT-P-38 b,84.88098188272329,0.067,0.0523,0.923,5330.0,0.6075755153091347,1.1276514857250002,0.32884290176562503,0.7340280964055603,1.3592705139181227,False
2304,,,,,,,,,,,,
2305,,,,,,,,,,,,
2306,,,,,,,,,,,,
2307,,,,,,,,,,,,
2308,,,,,,,,,,,,
2309,,,,,,,,,,,,
2310,,,,,,,,,,,,
2311,Kepler-14 b,2670.412913164328,0.035,,2.048,6395.0,6.1988357010823005,1.2803342307668475,0.3937702417777766,2.20035819125374,3.967652394414111,
2312,,,,,,,,,,,,
2313,WASP-113 b,151.00549211345904,0.0,0.05885,1.608,5890.0,2.749927814216212,1.2039580641435597,0.36280430763842497,1.5113149097550873,2.7531154868278023,False
2314,Kepler-307 b,7.43996111985533,,,1.03,5577.0,0.906911801051248,1.1596802514753226,0.34356864878125887,0.8843280402104932,1.6247096617880306,
2315,Kepler-307 c,3.645749439067681,,,1.03,5577.0,0.906911801051248,1.08067772297869,0.34356864878125887,0.9160821628920849,1.6247096617880306,
2316,,,,,,,,,,,,
2317,,,,,,,,,,,,
2318,HATS-14 b,340.15974012926563,,0.03815,0.93,5408.0,0.6537333705677983,1.1374470253715498,0.33343280918961726,0.7581143855641211,1.4002196292483786,
2319,HATS-15 b,689.856669234118,,0.02712,0.922,5311.0,0.5976612152218043,1.1253125564604523,0.32773444148923403,0.7287707850848871,1.3504126419046691,
2320,,,,,,,,,,,,
2321,NGC 2423 3 b,3369.806771374033,0.21,2.1,,5700.0,,1.17664946241536,0.35107568174079995,,,
2322,HAT-P-49 b,549.9778975921771,0.0,0.0438,1.833,6820.0,6.423185348946646,1.34361031888896,0.4177654455808,2.186445023803564,3.921109490029808,False
2323,,,,,,,,,,,,
2324,Kepler-407 c,4000.152335119387,,,1.01,5476.0,0.8105588112096463,1.1462324795743275,0.3374821670141133,0.8409223791743787,1.5497685773862233,
2325,Kepler-93 b,4.005619369746492,0.0,0.053,0.919,5669.0,0.7708056271289306,1.092420540938952,0.34917540010951265,0.8399965636759221,1.4857666934585,False
2326,,,,,,,,,,,,
2327,GQ Lup b,6834.985432503935,,,,5150.0,,1.10626768599876,0.31850846374842495,,,
2328,,,,,,,,,,,,
2329,,,,,,,,,,,,
2330,,,,,,,,,,,,
2331,,,,,,,,,,,,
2332,,,,,,,,,,,,
2333,,,,,,,,,,,,
2334,,,,,,,,,,,,
2335,WASP-38 b,861.526070794682,0.028,0.0758,1.35,6150.0,2.3038596886709675,1.2428934415907598,0.378892719458425,1.361479369105261,2.4658683296758794,False
2336,,,,,,,,,,,,
2337,,,,,,,,,,,,
2338,,,,,,,,,,,,
2339,,,,,,,,,,,,
2340,,,,,,,,,,,,
2341,,,,,,,,,,,,
2342,,,,,,,,,,,,
2343,,,,,,,,,,,,
2344,,,,,,,,,,,,
2345,,,,,,,,,,,,
2346,,,,,,,,,,,,
2347,,,,,,,,,,,,
2348,,,,,,,,,,,,
2349,,,,,,,,,,,,
2350,,,,,,,,,,,,
2351,,,,,,,,,,,,
2352,,,,,,,,,,,,
2353,WASP-112 b,279.757543283882,,0.0382,1.002,5610.0,0.8787693758703696,1.1641718417963598,0.34557361834442496,0.8688182033043743,1.5946565709187726,
2354,,,,,,,,,,,,
2355,,,,,,,,,,,,
2356,,,,,,,,,,,,
2357,,,,,,,,,,,,
2358,,,,,,,,,,,,
2359,,,,,,,,,,,,
2360,,,,,,,,,,,,
2361,,,,,,,,,,,,
2362,,,,,,,,,,,,
2363,,,,,,,,,,,,
2364,,,,,,,,,,,,
2365,,,,,,,,,,,,
2366,,,,,,,,,,,,
2367,,,,,,,,,,,,
2368,,,,,,,,,,,,
2369,HATS-27 b,168.49033856870167,0.29,0.0611,1.74,6438.0,4.596109973316001,1.2868989245319071,0.39632476591662147,1.8898310791546087,3.405411513045089,False
2370,HATS-1 b,589.7161849904558,0.12,0.0444,1.038,5870.0,1.1304077797218761,1.2010290081267598,0.36156528588042497,0.9701543167164104,1.7681707640875164,False
2371,,,,,,,,,,,,
2372,,,,,,,,,,,,
2373,WASP-142 b,267.0412913164328,0.0,0.0347,1.64,6010.0,3.1007989610364337,1.2217539926475598,0.370242654020425,1.5931069103416962,2.893967034426404,False
2374,,,,,,,,,,,,
2375,HD 77338 b,15.500570707611935,0.0,0.0611,0.88,5370.0,0.5690501115953065,1.1326363766987597,0.33118898954042497,0.7088102734873116,1.3108026519697529,False
2376,HD 126614 A b,120.80439369076723,0.41,2.35,1.09,5585.0,1.0214890874572728,1.1607648436133475,0.34405402313065153,0.938090510355637,1.723072477124416,False
2377,,,,,,,,,,,,
2378,,,,,,,,,,,,
2379,,,,,,,,,,,,
2380,14 Her b,1581.5838384514918,0.359,2.864,0.708,5311.0,0.35241935077820835,1.1253125564604523,0.32773444148923403,0.5596200822560737,1.0369763020265788,False
2381,14 Her c,2441.2024714510567,0.184,9.037,0.708,5311.0,0.35241935077820835,1.1253125564604523,0.32773444148923403,0.5596200822560737,1.0369763020265788,False
2382,,,,,,,,,,,,
2383,,,,,,,,,,,,
2384,WASP-78 b,368.7713070560263,0.0,0.0415,2.31,6100.0,6.528769343452249,1.23530693001216,0.3758104373248,2.298943107908295,4.168033913998478,False
2385,,,,,,,,,,,,
2386,tau Gem b,6548.869763236329,0.031,1.17,26.8,4388.0,235.30117150108438,1.0364291825795726,0.2799224124964044,15.067535670654244,28.993003534768427,False
2387,CoRoT-25 b,85.83470078028198,0.0,0.0578,1.19,6040.0,1.6654427297237735,1.22625480537216,0.3721006291108,1.1653985955346466,2.115605314745399,False
2388,HATS-2 b,427.58397240547873,0.0,0.023,0.89,5227.0,0.5224900680721134,1.1152005714749478,0.3228823181405978,0.6844827820445909,1.2720872168020207,False
2389,,,,,,,,,,,,
2390,Pr0201 b,171.66940156056395,0.0,,1.167,6174.0,1.7486232092423715,1.2465462110988574,0.3803682967499174,1.184387806813831,2.1441045739669033,
2391,24 Sex b,632.6335353805968,0.09,1.333,4.9,5098.0,14.331099468425874,1.1004221813631403,0.31559740300349187,3.6087773407850756,6.7386522452871755,False
2392,24 Sex c,273.3994173001574,0.29,2.08,4.9,5098.0,14.331099468425874,1.1004221813631403,0.31559740300349187,3.6087773407850756,6.7386522452871755,False
2393,,,,,,,,,,,,
2394,HD 5319 b,559.515086567764,0.02,1.6697,3.26,5052.0,6.117536840711601,1.0953792531242024,0.31305231960675334,2.363230272457946,4.420585895329103,False
2395,HD 5319 c,365.59224406416394,0.15,2.071,3.26,5052.0,6.117536840711601,1.0953792531242024,0.31305231960675334,2.363230272457946,4.420585895329103,False
2396,,,,,,,,,,,,
2397,HD 93083 b,117.62533069890493,0.14,0.477,,4995.0,,1.0892995168324475,0.3099392884895265,,,
2398,HAT-P-30 b,226.0313787214092,0.035,0.0419,1.215,6304.0,2.060181104200875,1.266410809468195,0.38830011773812284,1.2754557481003095,2.3033977520240527,False
2399,,,,,,,,,,,,
2400,,,,,,,,,,,,
2401,,,,,,,,,,,,
2402,,,,,,,,,,,,
2403,,,,,,,,,,,,
2404,,,,,,,,,,,,
2405,,,,,,,,,,,,
2406,,,,,,,,,,,,
2407,,,,,,,,,,,,
2408,,,,,,,,,,,,
2409,,,,,,,,,,,,
2410,,,,,,,,,,,,
2411,,,,,,,,,,,,
2412,,,,,,,,,,,,
2413,,,,,,,,,,,,
2414,,,,,,,,,,,,
2415,WASP-66 b,737.5426141120525,0.0,0.0546,1.75,6600.0,5.134993110941762,1.31141125778816,0.40572860245479997,1.9787935171456255,3.557559072050824,False
2416,,,,,,,,,,,,
2417,,,,,,,,,,,,
2418,,,,,,,,,,,,
2419,,,,,,,,,,,,
2420,,,,,,,,,,,,
2421,,,,,,,,,,,,
2422,,,,,,,,,,,,
2423,HD 7924 b,9.219282676400658,0.17,0.05664,0.7821,5075.0,0.3585558262719727,1.0978855794500475,0.3143212646730265,0.5714784413524239,1.06804981796638,False
2424,HD 7924 c,7.85228558989987,0.1,0.1134,0.7821,5075.0,0.3585558262719727,1.0978855794500475,0.3143212646730265,0.5714784413524239,1.06804981796638,False
2425,HD 7924 d,6.453497873480459,0.2,0.1551,0.7821,5075.0,0.3585558262719727,1.0978855794500475,0.3143212646730265,0.5714784413524239,1.06804981796638,False
2426,,,,,,,,,,,,
2427,,,,,,,,,,,,
2428,,,,,,,,,,,,
2429,,,,,,,,,,,,
2430,,,,,,,,,,,,
2431,91 Aquarii A b,1017.3001573959345,0.027,0.7,11.0,4665.0,50.63840156089449,1.0578625758013473,0.2928757237749015,6.918713826040441,13.149168987144666,False
2432,,,,,,,,,,,,
2433,HAT-P-54 b,241.60878738153446,,0.04117,0.617,4390.0,0.12494429612352137,1.0365681816675598,0.280011262058425,0.3471836627102643,0.6679907796131532,
2434,,,,,,,,,,,,
2435,,,,,,,,,,,,
2436,,,,,,,,,,,,
2437,,,,,,,,,,,,
2438,,,,,,,,,,,,
2439,,,,,,,,,,,,
2440,,,,,,,,,,,,
2441,CoRoT-4 b,228.89253541408527,0.0,0.09,1.15,6190.0,1.7157195603261155,1.24898477958276,0.381350370824425,1.172045787436355,2.121099613126203,False
2442,,,,,,,,,,,,
2443,,,,,,,,,,,,
2444,,,,,,,,,,,,
2445,,,,,,,,,,,,
2446,,,,,,,,,,,,
2447,HD 82943 b,556.3360235759017,0.203,1.1866,1.12,5874.0,1.3196532748289962,1.2016138925674846,0.36181304379361345,1.0479666196501272,1.9097996530042334,True
2448,HD 82943 c,638.9916613643213,0.425,0.7423,1.12,5874.0,1.3196532748289962,1.2016138925674846,0.36181304379361345,1.0479666196501272,1.9097996530042334,False
2449,,,,,,,,,,,,
2450,,,,,,,,,,,,
2451,HD 143361 b,991.8676534610362,0.15,2.0,,5940.0,,1.21132922802176,0.3659036044288,,,
2452,,,,,,,,,,,,
2453,Qatar-3 b,1370.1761494926493,,0.03783,1.272,6007.0,1.8616274589747435,1.2213049344113054,0.37005677867546966,1.2346229117108736,2.242911853244809,
2454,,,,,,,,,,,,
2455,,,,,,,,,,,,
2456,CoRoT-27 b,3303.046448544925,,0.0476,1.08,5900.0,1.2489457753000575,1.20542686411776,0.36342400945279996,1.0178911974745135,1.8538089900738188,
2457,,,,,,,,,,,,
2458,,,,,,,,,,,,
2459,,,,,,,,,,,,
2460,,,,,,,,,,,,
2461,,,,,,,,,,,,
2462,,,,,,,,,,,,
2463,,,,,,,,,,,,
2464,,,,,,,,,,,,
2465,,,,,,,,,,,,
2466,HIP 12961 b,111.26720471518034,0.16,0.13,,3840.0,,1.0060404713753597,0.25812620696679994,,,
2467,,,,,,,,,,,,
2468,HAT-P-25 b,180.25287163859213,0.032,0.0466,0.959,5500.0,0.743662698296805,1.1493858314649597,0.33892109898879996,0.8043685455968007,1.481285242157221,False
2469,HD 130322 b,324.26442516995417,0.044,0.088,0.83,5330.0,0.4913071071608818,1.1276514857250002,0.32884290176562503,0.6600686024015331,1.2223125964810855,False
2470,OGLE-TR-182 b,336.98067713740335,0.0,0.051,1.14,5924.0,1.4143533642163209,1.2089631911445136,0.36491166083637244,1.0816143108236007,1.9687251671711756,False
2471,,,,,,,,,,,,
2472,,,,,,,,,,,,
2473,,,,,,,,,,,,
2474,,,,,,,,,,,,
2475,Kepler-106 c,10.440360771574966,,,1.04,5858.0,1.1255172972160001,1.1992771914529272,0.36082217237881026,0.9687602259320494,1.7661576972947877,
2476,Kepler-106 e,11.170273634506549,,,1.04,5858.0,1.1255172972160001,1.1992771914529272,0.36082217237881026,0.9687602259320494,1.7661576972947877,
2477,,,,,,,,,,,,
2478,,,,,,,,,,,,
2479,,,,,,,,,,,,
2480,,,,,,,,,,,,
2481,,,,,,,,,,,,
2482,,,,,,,,,,,,
2483,,,,,,,,,,,,
2484,,,,,,,,,,,,
2485,,,,,,,,,,,,
2486,,,,,,,,,,,,
2487,HD 212771 b,731.1844881283279,0.111,1.22,5.0,5121.0,15.193125937102817,1.1029888678184152,0.31688061403571127,3.711402058238012,6.924297731020308,False
2488,,,,,,,,,,,,
2489,,,,,,,,,,,,
2490,TrES-5 b,565.2373999531161,,0.02446,0.85,5171.0,0.45648239012103964,1.1086714059200622,0.31969400145848226,0.6416683091692632,1.1949363439315543,
2491,WASP-39 b,89.01376377214429,0.0,0.0486,0.895,5400.0,0.6018789236880391,1.13642826882176,0.33295924722279996,0.727752244717059,1.3444944918680042,False
2492,,,,,,,,,,,,
2493,,,,,,,,,,,,
2494,HD 4208 b,254.32503934898364,0.04,1.7,0.85,5571.0,0.6149764866165591,1.1588686264409203,0.3432049122055502,0.7284708075846672,1.3386052005369506,False
2495,,,,,,,,,,,,
2496,Kepler-433 b,896.4957637051673,0.119,0.059,1.45,6360.0,3.03985237098692,1.2749819616473599,0.3916759495587999,1.5440957449229173,2.7858824913663622,False
2497,,,,,,,,,,,,
2498,WASP-130 b,391.02474799906236,0.0,0.1012,0.96,5625.0,0.8153059259686037,1.1662286769661474,0.3464873316129015,0.8361196716443353,1.5339691279808643,False
2499,,,,,,,,,,,,
2500,,,,,,,,,,,,
2501,,,,,,,,,,,,
2502,,,,,,,,,,,,
2503,,,,,,,,,,,,
2504,,,,,,,,,,,,
2505,HD 79498 b,425.9944409095476,0.59,3.13,,5740.0,,1.18229584413696,0.3535345200448,,,
2506,HD 90156 b,18.120659053615086,0.31,0.25,,5599.0,,1.1626694915128937,0.34490448313437805,,,
2507,,,,,,,,,,,,
2508,,,,,,,,,,,,
2509,WASP-73 b,597.6638424701115,,0.05512,2.07,6036.0,5.0260365333531265,1.2256536537481872,0.37185299214696443,2.0250182354788926,3.676437440976558,
2510,,,,,,,,,,,,
2511,,,,,,,,,,,,
2512,,,,,,,,,,,,
2513,Kepler-57 b,5.027370215331034,,,0.73,5145.0,0.32997061209497003,1.1056990024093474,0.31822702300590155,0.5462848699053996,1.018284429779593,
2514,Kepler-57 c,2.466634975385955,,,0.73,5145.0,0.32997061209497003,1.0306022386818932,0.31822702300590155,0.5658379744780979,1.018284429779593,
2515,,,,,,,,,,,,
2516,,,,,,,,,,,,
2517,,,,,,,,,,,,
2518,,,,,,,,,,,,
2519,,,,,,,,,,,,
2520,HD 20003 b,12.016858109239477,0.4,0.0974,,5940.0,,1.21132922802176,0.3659036044288,,,
2521,HD 20003 c,13.415645825658887,0.16,0.1961,,5940.0,,1.21132922802176,0.3659036044288,,,
2522,,,,,,,,,,,,
2523,HD 131496 b,699.3938582097051,0.163,2.09,4.3,4927.0,9.628423540375817,1.0822943077741058,0.3062865415247348,2.982667938164562,5.606781555901195,False
2524,Kepler-41 b,178.02752754428857,0.0,0.03101,1.02,5620.0,0.9171357689020914,1.16554202443776,0.34618260244480004,0.8870596960013298,1.6276618956479363,False
2525,HD 100777 b,368.7713070560263,0.36,1.03,,5582.0,,1.1603577978366804,0.3438719556699751,,,
2526,,,,,,,,,,,,
2527,,,,,,,,,,,,
2528,,,,,,,,,,,,
2529,,,,,,,,,,,,
2530,WASP-58 b,282.9366062757443,0.0,0.0561,1.17,5800.0,1.3688999999999998,1.1908727604825602,0.35723485352680007,1.0721441517994146,1.9575323580658015,False
2531,,,,,,,,,,,,
2532,HD 154345 b,317.90629918622955,0.26,4.3,,5468.0,,1.1451873728121078,0.3370036148301517,,,
2533,,,,,,,,,,,,
2534,,,,,,,,,,,,
2535,,,,,,,,,,,,
2536,,,,,,,,,,,,
2537,HD 96127 b,1271.6251967449182,0.3,1.4,35.0,4152.0,321.7018021615964,1.0215464248423975,0.26991910441188927,17.745886225772754,34.523111806866396,False
2538,,,,,,,,,,,,
2539,,,,,,,,,,,,
2540,HD 75784 b,365.59224406416394,0.13,1.073,3.3,4917.0,5.624925032547631,1.0812870458742616,0.3057551217797822,2.2808034924373843,4.289152610507428,False
2541,,,,,,,,,,,,
2542,,,,,,,,,,,,
2543,WASP-20 b,99.50467164528985,0.0,0.06003,1.392,5950.0,2.146022935790726,1.21281132304836,0.366523594796425,1.3302110712739252,2.4197261108587456,False
2544,,,,,,,,,,,,
2545,,,,,,,,,,,,
2546,,,,,,,,,,,,
2547,,,,,,,,,,,,
2548,,,,,,,,,,,,
2549,51 Peg b,146.2368976256656,0.0,0.052,1.266,5793.0,1.5950325534139032,1.1898657663200727,0.35680250992007123,1.1578059864306296,2.1143205220945127,False
2550,,,,,,,,,,,,
2551,,,,,,,,,,,,
2552,Upsilon Andromedae A b,565.8732125514886,0.011769,0.059408,1.631,6212.0,3.500432730763927,1.2523416291217244,0.3826983628790989,1.6718582761862375,3.024353595758247,False
2553,Upsilon Andromedae A c,3427.029905227554,0.247042,0.83158,1.631,6212.0,3.500432730763927,1.2523416291217244,0.3826983628790989,1.6718582761862375,3.024353595758247,False
2554,Upsilon Andromedae A d,2816.649810789994,0.24909,2.533539,1.631,6212.0,3.500432730763927,1.2523416291217244,0.3826983628790989,1.6718582761862375,3.024353595758247,True
2555,Upsilon Andromedae A e,336.66277083821706,0.00536,5.2456,1.631,6212.0,3.500432730763927,1.2523416291217244,0.3826983628790989,1.6718582761862375,3.024353595758247,False
2556,OGLE-TR-113 b,400.56193697464926,0.0,0.02288,0.774,4790.0,0.27868397777216164,1.06900999591716,0.29913879372642493,0.5105815498865088,0.9652051519570882,False
2557,HD 187085 b,238.42972438967217,0.47,2.05,,6075.0,,1.2315276372820476,0.37426589605177646,,,
2558,,,,,,,,,,,,
2559,,,,,,,,,,,,
2560,,,,,,,,,,,,
2561,,,,,,,,,,,,
2562,Kepler-289 b,7.311844881283279,,0.21,1.0,5990.0,1.1376150144090533,1.2187639601379598,0.36900328089042495,0.9661350901045425,1.7558303185024138,
2563,PH3 c,4.132781889420984,,0.33,1.0,5990.0,1.1376150144090533,1.13558808418389,0.36900328089042495,1.0008920605033844,1.7558303185024138,
2564,Kepler-289 c,131.93111416228527,,0.51,1.0,5990.0,1.1376150144090533,1.2187639601379598,0.36900328089042495,0.9661350901045425,1.7558303185024138,
2565,,,,,,,,,,,,
2566,,,,,,,,,,,,
2567,,,,,,,,,,,,
2568,,,,,,,,,,,,
2569,,,,,,,,,,,,
2570,,,,,,,,,,,,
2571,,,,,,,,,,,,
2572,,,,,,,,,,,,
2573,,,,,,,,,,,,
2574,,,,,,,,,,,,
2575,EPIC 220504338,406.9200629583738,0.0,0.0575,1.047,5627.0,0.9711561163956397,1.1665036277206564,0.3466092668656819,0.9124340377725643,1.6738804612585862,False
2576,,,,,,,,,,,,
2577,,,,,,,,,,,,
2578,HD 231701 b,343.3388031211279,0.1,0.53,1.35,6208.0,2.3920067218319527,1.251730993077252,0.38245348675044927,1.3823744398311089,2.5008744264426266,False
2579,,,,,,,,,,,,
2580,,,,,,,,,,,,
2581,,,,,,,,,,,,
2582,HD 96063 b,286.1156692676066,0.0,0.99,4.5,5148.0,12.568029928531436,1.106040044555043,0.3183958488886989,3.3709179182953064,6.282751819941903,False
2583,,,,,,,,,,,,
2584,,,,,,,,,,,,
2585,,,,,,,,,,,,
2586,,,,,,,,,,,,
2587,,,,,,,,,,,,
2588,,,,,,,,,,,,
2589,,,,,,,,,,,,
2590,,,,,,,,,,,,
2591,,,,,,,,,,,,
2592,HAT-P-32 b,299.149827534242,0.163,0.0344,1.387,6207.0,2.5232944324143176,1.2515783538686878,0.38239225255105164,1.4198907927524251,2.56879485299178,False
2593,,,,,,,,,,,,
2594,,,,,,,,,,,,
2595,Gliese 328 b,731.1844881283279,0.37,4.5,,3900.0,,1.00869687013376,0.2602719915328,,,
